age,income,account_balance,existing_loans,marital_status,employment_status,education_level,debt_to_income_ratio,home_ownership,employment_duration,loan_purpose,state,dependents,annual_expenses,applied_for_home_loan
26,95975,47738,1,Divorced,Unemployed,High School,35.54,Own,9,Home Loan,CA,4,77531,0
37,88441,74078,1,Divorced,Employed,High School,28.42,Rent,1,Home Loan,FL,0,84502,1
41,82570,37076,2,Married,Employed,Bachelor's,35.01,Own,5,Auto Loan,AZ,2,24351,0
31,140266,82807,1,Single,Employed,Master's,35.86,Rent,18,Home Loan,CA,3,67959,1
43,105633,29991,1,Single,Employed,High School,29.33,Rent,8,Education,AZ,3,30979,1
47,84180,25862,4,Married,Unemployed,Master's,28.96,Rent,4,Education,FL,2,73497,0
50,136187,84989,1,Married,Self-Employed,Bachelor's,41.35,Own,14,Personal,AZ,3,56307,0
31,100165,90345,0,Married,Employed,Bachelor's,10.18,Own,2,Home Loan,FL,1,10193,1
34,111291,24035,1,Single,Self-Employed,High School,49.82,Rent,12,Education,FL,2,55448,0
34,70385,14679,3,Divorced,Unemployed,High School,41.34,Mortgage,15,Education,CA,0,62976,0
58,89409,61270,2,Married,Unemployed,Bachelor's,45.36,Own,8,Education,CA,0,31825,0
30,132772,78889,0,Single,Self-Employed,Master's,19.77,Rent,3,Personal,FL,1,26251,1
40,149007,42479,1,Married,Employed,Master's,25.65,Own,14,Auto Loan,AZ,0,38227,1
43,124393,45199,1,Single,Self-Employed,Master's,38.32,Own,17,Home Loan,FL,2,47669,1
50,79095,82350,0,Single,Employed,Master's,17.11,Mortgage,8,Education,FL,3,65937,1
42,33812,68438,4,Divorced,Self-Employed,High School,28.17,Rent,28,Auto Loan,FL,0,67955,0
50,103490,56895,2,Single,Unemployed,Bachelor's,34.83,Own,27,Auto Loan,FL,4,20381,0
55,64695,73949,1,Married,Unemployed,Master's,12.72,Own,6,Auto Loan,CA,0,33630,0
42,131472,40013,3,Married,Employed,Bachelor's,36.5,Rent,17,Education,AZ,4,48622,0
32,85773,9773,4,Single,Employed,High School,24.52,Rent,9,Personal,AZ,2,89520,0
49,65787,17838,1,Single,Employed,High School,37.27,Own,27,Auto Loan,CA,0,58821,1
49,96292,30522,0,Single,Self-Employed,Master's,29.33,Rent,20,Education,CA,3,28240,1
53,134886,70947,4,Married,Self-Employed,Master's,36.61,Rent,6,Personal,AZ,4,20396,0
39,69256,41805,1,Single,Self-Employed,High School,43.62,Own,6,Education,FL,2,46754,0
30,147590,45698,4,Married,Self-Employed,Bachelor's,13.28,Mortgage,17,Home Loan,FL,1,74287,0
36,101810,1660,0,Divorced,Unemployed,High School,12.53,Mortgage,18,Personal,CA,2,29314,0
33,69360,50768,0,Single,Employed,Master's,17.09,Own,9,Personal,AZ,0,11853,1
29,71952,6578,1,Single,Employed,High School,46.03,Mortgage,24,Auto Loan,CA,0,68075,0
31,130327,12119,1,Single,Employed,Bachelor's,15.32,Own,27,Personal,FL,4,31383,0
49,92487,36518,4,Single,Unemployed,Master's,23.88,Mortgage,25,Auto Loan,CA,3,30285,0
56,45539,17978,3,Married,Unemployed,Master's,22.77,Mortgage,5,Education,AZ,2,96179,0
35,83089,39646,0,Single,Employed,Bachelor's,22.81,Own,6,Education,CA,3,18951,1
34,65745,74147,1,Married,Employed,Bachelor's,47.75,Rent,4,Home Loan,CA,2,31392,0
37,68022,36971,1,Divorced,Employed,Bachelor's,17.64,Mortgage,11,Education,CA,4,97777,1
52,77534,78538,2,Divorced,Unemployed,Bachelor's,38.59,Rent,20,Auto Loan,FL,3,26693,0
48,83456,41019,0,Single,Employed,High School,24.56,Own,15,Personal,FL,1,20497,1
53,118675,72397,3,Single,Employed,High School,19.81,Own,26,Home Loan,AZ,2,70825,0
26,143176,57148,4,Divorced,Employed,Master's,40.48,Own,2,Personal,CA,2,83191,0
54,145707,99876,0,Married,Self-Employed,High School,42.04,Own,27,Education,CA,3,69975,0
49,101194,11837,3,Divorced,Unemployed,Master's,37.3,Rent,28,Auto Loan,CA,2,35810,0
31,32948,92426,4,Divorced,Employed,Master's,40.64,Mortgage,23,Home Loan,CA,1,91762,0
49,65873,50732,0,Single,Self-Employed,Bachelor's,39.18,Rent,29,Auto Loan,CA,2,25811,1
51,57217,46340,2,Single,Unemployed,Master's,26.86,Own,29,Home Loan,FL,0,96910,0
50,143542,67726,1,Single,Employed,Bachelor's,11.46,Own,29,Home Loan,AZ,2,16443,1
31,144977,40892,3,Divorced,Unemployed,Bachelor's,34.38,Own,7,Personal,AZ,2,72214,0
48,111726,74425,1,Single,Employed,Bachelor's,22.44,Own,29,Education,AZ,4,25075,1
39,57710,43920,1,Married,Unemployed,Bachelor's,22.31,Own,11,Home Loan,AZ,4,91729,0
46,102791,29484,1,Single,Employed,High School,11.14,Rent,15,Auto Loan,AZ,0,11455,1
27,139164,36199,3,Single,Self-Employed,High School,43.66,Rent,26,Education,CA,3,90419,0
38,122075,61169,0,Single,Self-Employed,High School,25.59,Own,10,Personal,CA,4,31235,1
46,78275,86876,1,Married,Employed,High School,36.04,Own,5,Auto Loan,AZ,0,28214,1
35,130900,60159,4,Married,Unemployed,High School,26.65,Own,28,Home Loan,AZ,2,86234,0
46,64512,11038,2,Married,Employed,Master's,44.31,Rent,15,Home Loan,CA,1,66585,0
49,132042,56878,1,Married,Employed,High School,12.64,Mortgage,20,Home Loan,AZ,0,71532,1
50,48776,96521,2,Married,Employed,Master's,29.06,Rent,6,Personal,CA,2,33305,0
50,54866,82586,2,Married,Unemployed,Master's,26.89,Mortgage,10,Home Loan,FL,1,60043,0
37,101151,65421,4,Single,Employed,Master's,42.61,Rent,21,Education,CA,2,45900,0
37,117186,13573,3,Single,Employed,Master's,28.49,Mortgage,24,Auto Loan,AZ,0,88375,0
35,78330,58759,4,Single,Unemployed,Bachelor's,20.82,Own,29,Personal,CA,1,93909,0
39,74312,52970,3,Single,Employed,High School,43.1,Mortgage,15,Home Loan,FL,3,58230,0
46,149101,52501,0,Married,Unemployed,Bachelor's,48.86,Rent,7,Education,AZ,4,20202,0
41,92014,94804,4,Divorced,Employed,High School,28.74,Mortgage,5,Personal,AZ,3,23119,0
31,71073,94225,4,Divorced,Self-Employed,High School,45.13,Own,13,Auto Loan,CA,4,65712,0
28,81662,69291,3,Single,Unemployed,High School,12.43,Rent,16,Home Loan,AZ,2,91610,0
31,31083,96217,4,Married,Unemployed,High School,15.6,Mortgage,5,Home Loan,AZ,3,50803,0
36,128808,74101,0,Single,Self-Employed,Bachelor's,19.04,Own,12,Home Loan,AZ,2,24520,1
40,72084,56203,0,Single,Self-Employed,Bachelor's,11.33,Own,5,Education,AZ,4,8169,1
49,104291,74965,1,Single,Self-Employed,Master's,39.68,Rent,12,Auto Loan,CA,2,41380,1
44,102583,40190,2,Single,Employed,Bachelor's,32.93,Mortgage,18,Personal,AZ,3,75116,0
35,84971,44330,0,Single,Employed,Master's,22.06,Own,13,Personal,AZ,4,18742,1
35,36537,72032,3,Married,Self-Employed,High School,11.09,Mortgage,28,Home Loan,AZ,3,60138,0
56,109994,5813,2,Single,Employed,Master's,12.53,Rent,10,Home Loan,CA,4,33821,0
47,75676,31656,1,Single,Self-Employed,Bachelor's,17.68,Mortgage,13,Personal,FL,0,81528,1
33,50796,68492,1,Divorced,Employed,Master's,15.86,Own,17,Personal,CA,4,27777,0
38,133538,49382,1,Married,Employed,Master's,35.45,Rent,19,Home Loan,AZ,2,47336,1
36,124297,67462,0,Divorced,Self-Employed,Bachelor's,24.56,Own,4,Auto Loan,CA,0,70858,1
41,34858,72482,1,Single,Employed,High School,11.75,Mortgage,16,Auto Loan,AZ,2,41070,0
28,83405,92656,2,Single,Employed,Bachelor's,37.08,Mortgage,3,Home Loan,AZ,0,75394,0
27,99501,75596,1,Married,Employed,High School,36.07,Own,23,Home Loan,FL,3,95214,0
40,112558,28563,2,Married,Self-Employed,High School,36.75,Mortgage,22,Personal,FL,1,75592,0
47,134085,38178,3,Single,Self-Employed,High School,48.31,Rent,4,Personal,FL,2,88542,0
39,126040,62072,4,Married,Unemployed,Bachelor's,15.06,Mortgage,4,Auto Loan,AZ,3,68275,0
35,50168,80611,1,Divorced,Unemployed,Master's,22.13,Own,17,Personal,CA,2,78581,0
48,137275,79503,1,Married,Employed,Master's,30.3,Own,30,Education,CA,2,41595,1
54,64328,49884,1,Married,Employed,Master's,37.16,Own,8,Auto Loan,FL,1,93171,0
41,139342,84993,1,Married,Self-Employed,High School,36.13,Rent,17,Personal,CA,1,50343,1
44,92661,62362,3,Divorced,Employed,Master's,47.18,Mortgage,29,Home Loan,CA,3,97723,0
30,94758,33219,1,Single,Self-Employed,Bachelor's,32.48,Own,26,Personal,AZ,2,70128,1
40,143129,69569,3,Divorced,Unemployed,Master's,35.58,Own,16,Personal,FL,1,96939,0
37,100338,4591,0,Divorced,Unemployed,Master's,15.27,Own,5,Auto Loan,AZ,1,36129,0
40,147691,94409,2,Single,Employed,High School,40.46,Rent,6,Personal,CA,1,58259,0
29,41895,13088,3,Married,Self-Employed,Master's,30.69,Rent,26,Home Loan,CA,4,27398,0
45,119366,3113,3,Single,Unemployed,High School,42.99,Own,19,Auto Loan,AZ,3,88698,0
32,65710,67707,0,Married,Employed,Bachelor's,42.74,Rent,7,Personal,FL,3,28086,0
37,51751,59192,4,Married,Employed,High School,14.35,Own,13,Auto Loan,FL,0,29781,0
30,107494,44462,0,Single,Self-Employed,Master's,32.97,Rent,16,Education,FL,4,99419,1
32,127794,8296,3,Divorced,Employed,Bachelor's,40.52,Own,12,Home Loan,FL,3,75674,0
36,113866,8175,3,Single,Employed,High School,10.04,Rent,7,Education,CA,3,60129,0
51,124955,42209,3,Divorced,Self-Employed,Master's,43.19,Rent,21,Education,CA,2,72890,0
38,30753,50939,2,Single,Self-Employed,High School,10.39,Mortgage,18,Home Loan,AZ,1,33647,0
48,68485,39205,1,Married,Employed,Master's,29.48,Own,6,Personal,AZ,2,20189,1
45,61659,19520,1,Married,Employed,Bachelor's,47.83,Own,14,Home Loan,FL,1,29492,0
49,118664,16112,0,Married,Self-Employed,Bachelor's,26.94,Own,24,Education,AZ,1,31968,1
41,61536,44070,0,Single,Employed,High School,12.27,Own,12,Home Loan,CA,3,7552,1
57,105909,6371,1,Single,Self-Employed,Master's,29.27,Mortgage,2,Education,CA,1,68655,0
27,32154,57823,4,Divorced,Employed,High School,24.24,Own,16,Auto Loan,CA,0,53451,0
39,114797,25319,1,Single,Employed,Bachelor's,11.4,Own,18,Home Loan,FL,3,71120,1
38,142249,72893,2,Married,Employed,High School,37.03,Mortgage,9,Home Loan,CA,4,39983,0
40,108529,88947,1,Single,Self-Employed,High School,18.19,Rent,20,Education,FL,4,19736,1
45,130354,51800,1,Married,Employed,High School,34.97,Rent,10,Personal,CA,0,25799,1
39,87992,26843,0,Single,Employed,Master's,48.75,Own,14,Auto Loan,FL,3,42898,0
27,129852,32933,2,Married,Self-Employed,High School,35.92,Own,18,Home Loan,AZ,4,66738,0
43,135665,77409,1,Single,Self-Employed,Bachelor's,34.01,Mortgage,21,Education,AZ,0,65730,1
38,68721,50125,0,Married,Self-Employed,High School,47.32,Own,15,Home Loan,FL,1,32522,0
45,144555,88704,1,Married,Unemployed,Bachelor's,44.25,Mortgage,2,Auto Loan,FL,0,70234,0
34,99972,39854,1,Single,Employed,Bachelor's,29.14,Own,16,Personal,AZ,2,29135,1
41,88953,50123,0,Married,Employed,High School,15.59,Own,6,Personal,AZ,0,13865,1
48,69588,80167,3,Married,Self-Employed,High School,33.69,Mortgage,9,Auto Loan,FL,3,96941,0
32,78187,56298,0,Married,Employed,Bachelor's,35.57,Mortgage,20,Auto Loan,FL,3,51491,1
31,61138,42516,1,Single,Employed,High School,32.68,Rent,2,Auto Loan,FL,4,19980,1
50,88230,87242,1,Divorced,Self-Employed,Master's,16.75,Rent,0,Auto Loan,AZ,4,33945,1
54,69993,49498,3,Divorced,Employed,Bachelor's,41.88,Own,6,Home Loan,CA,3,86074,0
42,78010,60468,1,Married,Employed,Master's,44.29,Own,19,Home Loan,CA,3,34549,0
43,83560,4664,0,Single,Self-Employed,Bachelor's,49.04,Rent,4,Personal,FL,1,52393,0
32,63968,60200,1,Divorced,Unemployed,High School,20.91,Mortgage,6,Home Loan,CA,1,95880,0
58,34085,68188,0,Divorced,Unemployed,Bachelor's,32.42,Rent,10,Home Loan,CA,3,39181,0
49,96186,53327,0,Divorced,Employed,High School,19.56,Own,3,Education,AZ,4,90837,1
33,104107,66543,4,Divorced,Employed,Master's,32.97,Rent,5,Personal,AZ,4,22268,0
32,48499,4999,1,Single,Self-Employed,Bachelor's,46.45,Rent,8,Education,FL,4,41921,0
41,118890,53015,2,Single,Unemployed,Master's,14.05,Mortgage,11,Education,FL,0,41392,0
34,143697,6345,1,Married,Unemployed,Bachelor's,33.79,Rent,0,Home Loan,AZ,4,56211,0
26,56962,61364,2,Married,Employed,Master's,14.77,Own,1,Home Loan,FL,0,82022,0
36,122768,23108,4,Single,Self-Employed,High School,28.12,Own,26,Auto Loan,AZ,1,42276,0
48,30279,4425,4,Divorced,Unemployed,Master's,33.01,Mortgage,2,Auto Loan,AZ,0,77055,0
49,108936,91037,1,Single,Employed,Bachelor's,19.19,Own,4,Personal,CA,4,20903,1
49,82633,32035,0,Married,Self-Employed,Bachelor's,49.12,Rent,8,Education,AZ,3,40589,0
36,85792,64608,0,Single,Unemployed,Master's,38.62,Mortgage,23,Personal,AZ,4,97696,0
58,43085,7932,4,Divorced,Employed,Master's,28.53,Own,21,Education,AZ,1,75163,0
31,119091,78501,1,Divorced,Self-Employed,Master's,15.37,Mortgage,1,Education,AZ,2,28294,1
41,59245,62016,3,Married,Employed,High School,22.37,Rent,2,Home Loan,FL,0,79433,0
30,99249,16560,0,Single,Employed,Bachelor's,44.37,Own,5,Personal,AZ,1,44038,0
37,84621,91350,0,Single,Self-Employed,Bachelor's,18.2,Own,14,Home Loan,AZ,3,15397,1
45,122191,96570,4,Married,Employed,Master's,46.87,Rent,19,Auto Loan,AZ,4,82403,0
32,121833,43473,0,Single,Employed,Bachelor's,11.87,Rent,9,Education,FL,0,14457,1
35,148943,48183,1,Married,Self-Employed,Master's,15.25,Own,6,Auto Loan,CA,4,22711,1
27,129127,75111,0,Married,Employed,Bachelor's,48.52,Rent,29,Home Loan,AZ,0,44748,0
38,64411,33936,1,Married,Employed,High School,25.78,Rent,27,Education,CA,2,71761,1
49,104128,55148,0,Single,Self-Employed,High School,42.0,Own,8,Personal,AZ,4,43730,0
50,113502,99381,1,Single,Employed,Bachelor's,30.09,Own,21,Education,CA,2,34148,1
53,50716,96431,1,Single,Unemployed,High School,16.8,Own,2,Personal,FL,1,20377,0
37,55442,25328,0,Single,Self-Employed,Bachelor's,46.74,Own,6,Education,FL,3,53582,0
30,142485,87335,1,Divorced,Unemployed,High School,13.28,Own,28,Personal,CA,1,89557,0
39,129274,95074,0,Single,Employed,High School,25.6,Mortgage,21,Auto Loan,CA,3,93079,1
35,66866,16261,2,Married,Employed,High School,44.62,Rent,4,Auto Loan,FL,1,84672,0
42,102518,73370,1,Single,Self-Employed,High School,13.38,Own,4,Education,AZ,2,67662,1
46,105109,52573,1,Married,Employed,Bachelor's,45.05,Rent,7,Home Loan,FL,1,47352,0
33,69352,28812,2,Married,Unemployed,Master's,21.23,Mortgage,13,Home Loan,FL,0,68081,0
56,35197,83087,4,Married,Employed,Bachelor's,33.21,Rent,10,Education,AZ,2,49598,0
54,124795,26954,1,Married,Employed,High School,26.6,Own,17,Education,CA,1,69442,0
35,85417,5677,1,Single,Unemployed,Master's,22.75,Own,29,Education,FL,3,97131,0
37,126882,89014,2,Divorced,Unemployed,Bachelor's,28.59,Own,17,Home Loan,AZ,1,31147,0
35,89306,39522,1,Married,Employed,Bachelor's,23.57,Rent,11,Personal,CA,2,21045,1
25,51801,94347,3,Single,Unemployed,Bachelor's,49.03,Mortgage,20,Home Loan,CA,3,99503,0
44,61889,90471,0,Married,Self-Employed,High School,47.08,Own,2,Personal,CA,4,29139,0
41,119162,73028,1,Single,Self-Employed,High School,30.07,Rent,20,Personal,AZ,3,35831,1
40,138111,37722,4,Divorced,Unemployed,High School,40.49,Own,20,Personal,AZ,2,37282,0
37,70311,86314,0,Single,Self-Employed,Bachelor's,11.02,Rent,13,Home Loan,FL,1,7746,1
36,114672,87776,0,Married,Self-Employed,Master's,12.76,Own,15,Education,CA,1,14627,1
57,91562,44112,1,Married,Employed,Master's,29.73,Mortgage,18,Auto Loan,CA,1,43686,0
29,117532,40899,1,Divorced,Unemployed,Master's,29.92,Rent,14,Home Loan,CA,0,58995,0
38,71936,88794,0,Single,Self-Employed,High School,15.25,Rent,17,Education,FL,4,10973,1
51,121040,84209,0,Single,Employed,High School,31.18,Rent,28,Education,FL,1,62858,0
58,53579,91123,4,Single,Unemployed,Bachelor's,32.43,Own,6,Home Loan,FL,3,46449,0
30,133669,77617,1,Married,Employed,Master's,48.07,Rent,4,Personal,CA,2,64254,0
51,61300,11845,1,Divorced,Unemployed,Bachelor's,34.44,Rent,29,Home Loan,FL,4,90429,0
52,121781,19572,3,Married,Employed,Bachelor's,23.44,Mortgage,21,Home Loan,CA,3,34061,0
39,76444,47832,0,Married,Self-Employed,Master's,21.6,Rent,3,Education,CA,3,16514,1
42,64922,41963,3,Single,Self-Employed,Bachelor's,17.43,Rent,17,Education,CA,0,64619,0
40,58920,48333,0,Single,Self-Employed,High School,10.63,Own,4,Personal,AZ,2,95257,0
57,102982,23983,4,Divorced,Self-Employed,High School,36.26,Rent,9,Auto Loan,FL,0,27184,0
58,100691,44141,4,Married,Unemployed,High School,48.13,Rent,7,Home Loan,CA,4,83717,0
30,74861,33898,0,Married,Self-Employed,Bachelor's,45.68,Own,8,Personal,FL,1,34193,0
44,146184,73676,0,Married,Employed,Master's,38.83,Rent,7,Personal,FL,1,56763,1
30,146512,60921,1,Married,Self-Employed,High School,33.09,Rent,7,Home Loan,AZ,3,48478,1
41,124620,40126,1,Single,Employed,High School,49.17,Rent,10,Education,FL,2,61273,0
25,48984,51440,3,Single,Unemployed,High School,37.3,Mortgage,26,Home Loan,AZ,4,61424,0
39,49757,25536,1,Divorced,Employed,Master's,14.78,Mortgage,28,Education,FL,4,26224,0
40,124372,94828,0,Married,Self-Employed,High School,40.77,Rent,21,Personal,CA,3,50702,0
37,142504,78590,0,Single,Self-Employed,Master's,12.73,Mortgage,9,Home Loan,FL,3,52538,1
25,49508,59725,0,Divorced,Unemployed,High School,28.2,Mortgage,24,Home Loan,FL,1,80109,0
35,74430,88305,1,Divorced,Employed,High School,27.0,Rent,5,Personal,AZ,2,28797,1
45,84601,19445,3,Divorced,Unemployed,Master's,18.0,Mortgage,25,Education,CA,0,22814,0
29,115417,78206,1,Divorced,Employed,Bachelor's,21.26,Own,3,Home Loan,AZ,2,62013,0
40,79901,97495,0,Married,Employed,High School,17.66,Own,7,Home Loan,FL,4,14114,1
50,65826,6268,2,Single,Unemployed,Master's,21.29,Own,21,Personal,CA,2,40738,0
25,82518,11869,2,Divorced,Unemployed,Master's,39.15,Own,12,Education,AZ,4,73893,0
50,119743,94607,0,Single,Self-Employed,High School,33.88,Own,20,Home Loan,CA,4,40564,1
57,102638,43739,2,Married,Self-Employed,High School,31.99,Rent,13,Auto Loan,CA,0,66124,0
58,42855,18248,3,Divorced,Employed,Master's,37.03,Mortgage,9,Auto Loan,CA,4,88770,0
35,114546,26082,2,Single,Employed,Bachelor's,28.3,Rent,22,Home Loan,CA,0,49399,0
38,137803,57984,0,Married,Self-Employed,Bachelor's,27.34,Own,18,Education,CA,1,37669,1
35,94714,95136,0,Single,Employed,High School,45.99,Rent,7,Personal,AZ,1,43555,0
43,108725,61090,0,Single,Employed,Bachelor's,22.15,Own,9,Personal,AZ,0,24079,1
31,49359,33358,4,Married,Self-Employed,Master's,32.25,Own,0,Education,FL,1,85882,0
41,53780,49002,0,Married,Employed,Bachelor's,45.51,Rent,23,Home Loan,CA,4,59779,0
55,79192,9107,0,Married,Unemployed,Bachelor's,27.13,Rent,21,Education,CA,4,65936,0
44,62917,38474,0,Single,Employed,Master's,23.2,Own,25,Education,CA,0,14594,1
54,87818,44777,4,Divorced,Employed,High School,39.6,Mortgage,23,Education,AZ,0,32329,0
33,127769,73489,1,Single,Self-Employed,High School,28.9,Own,5,Home Loan,CA,0,36929,1
43,92399,35216,0,Single,Self-Employed,High School,49.56,Rent,22,Home Loan,CA,3,45792,0
34,73041,17544,1,Married,Employed,Bachelor's,26.91,Rent,12,Personal,CA,2,19654,1
49,144063,28960,1,Single,Employed,High School,48.17,Own,22,Auto Loan,AZ,2,69400,0
43,85883,34703,1,Single,Self-Employed,Master's,26.09,Rent,9,Education,FL,0,63017,1
58,70272,41711,1,Married,Employed,Master's,18.28,Rent,25,Home Loan,CA,0,38893,0
49,86458,74748,1,Married,Self-Employed,Master's,31.4,Rent,17,Education,CA,3,27151,1
38,94085,63797,0,Married,Unemployed,Bachelor's,36.02,Rent,7,Home Loan,CA,0,87992,0
46,62317,37770,0,Married,Self-Employed,High School,46.43,Rent,10,Home Loan,FL,0,28932,0
25,38796,8857,0,Single,Self-Employed,Bachelor's,32.1,Rent,13,Personal,CA,1,72907,0
58,100978,40060,0,Married,Self-Employed,High School,27.63,Rent,21,Home Loan,FL,3,79259,0
33,66704,59765,0,Single,Employed,Master's,15.22,Rent,10,Education,FL,3,10152,1
25,84605,52513,1,Married,Self-Employed,Bachelor's,14.1,Mortgage,3,Personal,FL,4,25757,0
49,87724,47248,0,Single,Employed,Bachelor's,20.04,Own,12,Auto Loan,FL,4,17584,1
35,40694,75666,4,Single,Unemployed,High School,38.53,Rent,16,Auto Loan,AZ,4,96725,0
48,131316,51036,1,Single,Self-Employed,High School,16.11,Own,30,Auto Loan,CA,2,21150,1
28,94230,23130,1,Married,Employed,High School,13.23,Rent,8,Education,CA,2,40407,0
42,97151,63863,1,Married,Self-Employed,Bachelor's,20.75,Rent,20,Auto Loan,CA,3,20163,1
54,130213,84183,0,Single,Unemployed,High School,34.39,Mortgage,27,Auto Loan,AZ,2,76731,0
49,59956,98676,1,Divorced,Employed,Master's,28.43,Own,22,Personal,AZ,2,96807,0
25,96619,39378,3,Married,Unemployed,High School,39.72,Own,9,Education,FL,3,73625,0
48,100829,82319,3,Married,Employed,Bachelor's,49.14,Own,24,Personal,FL,3,93279,0
50,35888,99241,4,Married,Self-Employed,Bachelor's,23.19,Mortgage,27,Home Loan,FL,3,79780,0
54,40007,64036,3,Single,Self-Employed,High School,33.68,Own,16,Education,FL,0,43345,0
49,95990,58177,4,Single,Self-Employed,Bachelor's,16.06,Rent,0,Home Loan,AZ,4,89828,0
45,92625,6703,3,Married,Self-Employed,High School,21.09,Rent,9,Personal,AZ,1,58720,0
42,45663,20685,2,Divorced,Unemployed,Bachelor's,37.31,Rent,17,Auto Loan,CA,0,78190,0
56,63134,96153,0,Single,Employed,Bachelor's,25.44,Mortgage,1,Auto Loan,AZ,1,80135,0
35,133407,44712,0,Single,Unemployed,Bachelor's,25.44,Mortgage,20,Home Loan,AZ,4,22499,0
55,35599,33034,4,Single,Employed,Bachelor's,23.26,Rent,14,Auto Loan,FL,1,32994,0
47,58202,51402,1,Divorced,Self-Employed,Master's,38.57,Rent,29,Education,AZ,4,30417,0
45,138133,37390,1,Single,Self-Employed,Bachelor's,11.32,Rent,6,Auto Loan,FL,0,15630,1
32,95724,71031,1,Married,Employed,High School,41.89,Rent,5,Personal,FL,0,40100,0
52,102156,95028,4,Married,Unemployed,Bachelor's,44.65,Rent,4,Education,CA,2,29213,0
46,70517,10504,2,Single,Employed,Bachelor's,18.58,Mortgage,6,Home Loan,CA,4,61831,0
38,117339,35105,0,Single,Self-Employed,Master's,40.58,Own,12,Education,FL,3,47611,0
26,145816,50065,4,Single,Unemployed,Master's,40.51,Rent,27,Home Loan,CA,1,89153,0
34,77781,63732,0,Divorced,Unemployed,Bachelor's,25.57,Mortgage,7,Personal,CA,4,78519,0
44,120123,34702,0,Divorced,Self-Employed,High School,21.83,Own,26,Home Loan,FL,0,37715,1
40,120223,42674,1,Single,Self-Employed,Master's,49.05,Own,14,Auto Loan,AZ,2,58970,0
47,81096,97196,1,Single,Employed,Bachelor's,32.68,Rent,0,Auto Loan,FL,3,51502,1
49,75389,39504,4,Divorced,Employed,High School,19.81,Mortgage,7,Auto Loan,AZ,4,45146,0
47,108222,38221,0,Married,Self-Employed,Master's,20.34,Rent,12,Personal,AZ,4,22009,1
32,141187,47173,3,Married,Self-Employed,Master's,28.98,Own,17,Auto Loan,AZ,3,92101,0
44,76330,55178,0,Divorced,Employed,Master's,29.74,Rent,26,Home Loan,FL,3,65723,1
57,47914,15192,2,Married,Self-Employed,Bachelor's,15.88,Rent,12,Auto Loan,FL,3,48569,0
